-5.065398345971114935e-01,-1.487079282640147326e+01
-2.065398301267631354e-01,-1.477079282491135714e+01
9.346017434358522280e-02,-1.472079282416629908e+01
3.934601788139335810e-01,-1.467079282342124102e+01
6.934601832842819391e-01,-1.457079282193112491e+01
9.934601877546302973e-01,-1.452079282118606685e+01
1.293460192224978655e+00,-1.447079282044100879e+01
1.593460196695327014e+00,-1.442079281969595073e+01
1.893460201165675372e+00,-1.437079281895089267e+01
2.193460205636023730e+00,-1.432079281820583461e+01
2.493460210106372088e+00,-1.427079281746077655e+01
2.793460214576720446e+00,-1.427079281746077655e+01
3.093460219047068804e+00,-1.422079281671571849e+01
3.393460223517417162e+00,-1.417079281597066043e+01
3.693460227987765521e+00,-1.417079281597066043e+01
3.993460232458113879e+00,-1.412079281522560237e+01
4.293460236928462237e+00,-1.407079281448054431e+01
4.593460241398810595e+00,-1.407079281448054431e+01
4.893460245869158953e+00,-1.402079281373548625e+01
5.193460250339507311e+00,-1.397079281299042819e+01
5.493460254809855670e+00,-1.392079281224537013e+01
5.793460259280204028e+00,-1.387079281150031207e+01
6.093460263750552386e+00,-1.372079280926513789e+01
6.393460268220900744e+00,-1.357079280702996371e+01
6.593460271201132983e+00,-1.332079280330467341e+01
6.643460271946191043e+00,-1.302079279883432505e+01
6.443460268965958804e+00,-1.272079279436397670e+01
6.143460264495610446e+00,-1.247079279063868640e+01
5.843460260025262087e+00,-1.232079278840351222e+01
5.543460255554913729e+00,-1.222079278691339610e+01
5.243460251084565371e+00,-1.212079278542327998e+01
4.943460246614217013e+00,-1.202079278393316386e+01
4.643460242143868655e+00,-1.192079278244304774e+01
4.343460237673520297e+00,-1.182079278095293162e+01
4.043460233203171938e+00,-1.177079278020787356e+01
3.743460228732823580e+00,-1.167079277871775744e+01
3.443460224262475222e+00,-1.162079277797269938e+01
3.143460219792126864e+00,-1.152079277648258326e+01
2.843460215321778506e+00,-1.142079277499246714e+01
2.543460210851430148e+00,-1.137079277424740908e+01
2.243460206381081790e+00,-1.127079277275729297e+01
1.943460201910733431e+00,-1.122079277201223491e+01
1.643460197440385073e+00,-1.112079277052211879e+01
1.343460192970036715e+00,-1.102079276903200267e+01
1.043460188499688357e+00,-1.097079276828694461e+01
7.434601840293399988e-01,-1.087079276679682849e+01
4.434601795589916406e-01,-1.077079276530671237e+01
1.434601750886432825e-01,-1.072079276456165431e+01
-1.565398293817050757e-01,-1.062079276307153819e+01
-4.565398338520534338e-01,-1.057079276232648013e+01
-7.565398383224017920e-01,-1.047079276083636401e+01
-1.056539842792750150e+00,-1.037079275934624789e+01
-1.356539847263098508e+00,-1.032079275860118983e+01
-1.656539851733446866e+00,-1.017079275636601565e+01
-1.956539856203795225e+00,-9.870792751895667294e+00
-2.156539859184027463e+00,-9.570792747425318936e+00
-2.306539861419201642e+00,-9.270792742954970578e+00
-2.356539862164259702e+00,-8.970792738484622220e+00
-2.406539862909317762e+00,-8.670792734014273861e+00
-2.406539862909317762e+00,-8.370792729543925503e+00
-2.406539862909317762e+00,-8.070792725073577145e+00
-2.406539862909317762e+00,-7.770792720603228787e+00
-2.356539862164259702e+00,-7.470792716132880429e+00
-2.306539861419201642e+00,-7.170792711662532071e+00
